173 -> 1187 # ('tile.bop.longGrass', 'BiomesOPlenty:longGrass', 'namespace') 
13428 -> 5100 # ('item.waxCapsuleHoney', 'Forestry:waxCapsuleHoney', 'anyspace') 
13429 -> 5104 # ('item.waxCapsuleIce', 'Forestry:waxCapsuleIce', 'anyspace') 
13430 -> 5108 # ('item.waxCapsuleJuice', 'Forestry:waxCapsuleJuice', 'anyspace') 
# 13431 -> (None, 'item.waxCapsuleOil', 'waxCapsuleOil', 'no match')
13432 -> 5112 # ('item.waxCapsuleSeedOil', 'Forestry:waxCapsuleSeedOil', 'anyspace') 
13433 -> 5124 # ('item.waxCapsuleWater', 'Forestry:waxCapsuleWater', 'anyspace') 
13434 -> 5144 # ('item.waxCast', 'Forestry:waxCast', 'anyspace') 
13435 -> 5072 # ('item.woodPulp', 'Forestry:woodPulp', 'anyspace') 
# 13436 -> (None, 'item.wrench', 'wrench', 'no match')
13437 -> 5154 # ('item.grafter', 'Forestry:grafter', 'anyspace') 
# 13438 -> (None, 'item.liquidJuice', 'liquidJuice', 'no match')
13439 -> 5155 # ('item.grafterProven', 'Forestry:grafterProven', 'anyspace') 
13440 -> 5167 # ('item.catalogue', 'Forestry:catalogue', 'anyspace') 
13446 -> 7851 # ('item.GraviGun', 'GraviGun:GraviGun', 'anyspace') 
13457 -> 9265 # ('item.PortalGunBlue', 'PortalGun:PortalGunBlue', 'anyspace') 
13458 -> 9266 # ('item.PortalGunOrange', 'PortalGun:PortalGunOrange', 'anyspace') 
# 13459 -> (None, 'item.PortalSpawner', 'PortalSpawner', 'no match')
# 13460 -> (None, 'item.PortalLFB', 'PortalLFB', 'no match')
# 13461 -> (None, 'item.PortalLFBs', 'PortalLFBs', 'no match')
# 13462 -> (None, 'item.PortalMultiItem', 'PortalMultiItem', 'no match')
13463 -> 9278 # ('item.PortalTurret', 'PortalGun:PortalTurret', 'anyspace') 
# 13464 -> (None, 'item.PortalAPG', 'PortalAPG', 'no match')
# 13465 -> (None, 'item.PortalAFPItem', 'PortalAFPItem', 'no match')
# 13466 -> (None, 'item.PortalDust', 'PortalDust', 'no match')
13467 -> 9269 # ('item.PortalPotato', 'PortalGun:PortalPotato', 'anyspace') 
# 13468 -> (None, 'item.PortalBlackHole', 'PortalBlackHole', 'no match')
# 13657 -> (None, 'item.record____________', 'record____________', 'no match')
# 13658 -> (None, 'item.record_____________', 'record_____________', 'no match')
# 13659 -> (None, 'item.record______________', 'record______________', 'no match')
# 13782 -> (None, 'item.immibis.microblocks.saw', 'immibis.microblocks.saw', 'no match')
13783 -> 5241 # ('item.cratedHoneycombs', 'Forestry:cratedHoneycombs', 'anyspace') 
13784 -> 5235 # ('item.cratedBeeswax', 'Forestry:cratedBeeswax', 'anyspace') 
13785 -> 5236 # ('item.cratedPollen', 'Forestry:cratedPollen', 'anyspace') 
13786 -> 5238 # ('item.cratedPropolis', 'Forestry:cratedPropolis', 'anyspace') 
13787 -> 5239 # ('item.cratedHoneydew', 'Forestry:cratedHoneydew', 'anyspace') 
13788 -> 5240 # ('item.cratedRoyalJelly', 'Forestry:cratedRoyalJelly', 'anyspace') 
13789 -> 5242 # ('item.cratedCocoaComb', 'Forestry:cratedCocoaComb', 'anyspace') 
13801 -> 5243 # ('item.cratedSimmeringCombs', 'Forestry:cratedSimmeringCombs', 'anyspace') 
13802 -> 5244 # ('item.cratedStringyCombs', 'Forestry:cratedStringyCombs', 'anyspace') 
13803 -> 5245 # ('item.cratedFrozenCombs', 'Forestry:cratedFrozenCombs', 'anyspace') 
13804 -> 5246 # ('item.cratedDrippingCombs', 'Forestry:cratedDrippingCombs', 'anyspace') 
13805 -> 5254 # ('item.cratedRefractoryWax', 'Forestry:cratedRefractoryWax', 'anyspace') 
13806 -> 5086 # ('item.fruits', 'Forestry:fruits', 'anyspace') 
13807 -> 5131 # ('item.beeLarvaeGE', 'Forestry:beeLarvaeGE', 'anyspace') 
13808 -> 5060 # ('item.naturalistHelmet', 'Forestry:naturalistHelmet', 'anyspace') 
13809 -> 5050 # ('item.researchNote', 'Forestry:researchNote', 'anyspace') 
13810 -> 5162 # ('item.butterflyGE', 'Forestry:butterflyGE', 'anyspace') 
13811 -> 5161 # ('item.flutterlyzer', 'Forestry:flutterlyzer', 'anyspace') 
13812 -> 5170 # ('item.lepidopteristBag', 'Forestry:lepidopteristBag', 'anyspace') 
13813 -> 5163 # ('item.serumGE', 'Forestry:serumGE', 'anyspace') 
13814 -> 5164 # ('item.caterpillarGE', 'Forestry:caterpillarGE', 'anyspace') 
13866 -> 7569 # ('item.TorchGun', 'Torched:TorchGun', 'anyspace') 
13867 -> 7570 # ('item.TorchFirework', 'Torched:TorchFirework', 'anyspace') 
# 13868 -> (None, 'item.TorchLauncher', 'TorchLauncher', 'no match')
# 14256 -> (None, 'item.PipeItemsPropolis', 'PipeItemsPropolis', 'no match')
# 14274 -> (None, 'item.tconstruct.manual', 'TConstruct:manual', 'no match')
# 14275 -> (None, 'item.tconstruct.Pattern', 'TConstruct:pattern', 'no match')
14276 -> 6171 # ('item.tconstruct.Materials', 'TConstruct:materials', 'namespace') 
14277 -> 6193 # ('item.tconstruct.ToolRod', 'TConstruct:toolRod', 'namespace') 
14278 -> 6194 # ('item.tconstruct.ToolShard', 'TConstruct:toolShard', 'namespace') 
# 14279 -> (None, 'item.tconstruct.Pattern_', 'TConstruct:pattern_', 'no match')
14280 -> 6218 # ('item.tconstruct.MetalPattern', 'TConstruct:metalPattern', 'namespace') 
14282 -> 6195 # ('item.tconstruct.PickaxeHead', 'TConstruct:pickaxeHead', 'namespace') 
14283 -> 6196 # ('item.tconstruct.ShovelHead', 'TConstruct:shovelHead', 'namespace') 
# 14284 -> (None, 'item.tconstruct.AxeHead', 'TConstruct:axeHead', 'no match')
14286 -> 6202 # ('item.tconstruct.SwordBlade', 'TConstruct:swordBlade', 'namespace') 
# 14287 -> (None, 'item.tconstruct.LargeGuard', 'TConstruct:largeGuard', 'no match')
# 14288 -> (None, 'item.tconstruct.MediumGuard', 'TConstruct:mediumGuard', 'no match')
14289 -> 6205 # ('item.tconstruct.Crossbar', 'TConstruct:crossbar', 'namespace') 
14290 -> 6198 # ('item.tconstruct.Binding', 'TConstruct:binding', 'namespace') 
14291 -> 6208 # ('item.tconstruct.FrypanHead', 'TConstruct:frypanHead', 'namespace') 
14292 -> 6209 # ('item.tconstruct.SignHead', 'TConstruct:signHead', 'namespace') 
# 14293 -> (None, 'item.tconstruct.LumberHead', 'TConstruct:lumberHead', 'no match')
14294 -> 6206 # ('item.tconstruct.KnifeBlade', 'TConstruct:knifeBlade', 'namespace') 
14295 -> 6210 # ('item.tconstruct.ChiselHead', 'TConstruct:chiselHead', 'namespace') 
14296 -> 6211 # ('item.tconstruct.ScytheBlade', 'TConstruct:scytheBlade', 'namespace') 
# 14297 -> (None, 'item.tconstruct.ThickBinding', 'TConstruct:thickBinding', 'no match')
# 14298 -> (None, 'item.tconstruct.ThickRod', 'TConstruct:thickRod', 'no match')
14299 -> 6214 # ('item.tconstruct.LargeSwordBlade', 'TConstruct:largeSwordBlade', 'namespace') 
# 14300 -> (None, 'item.tconstruct.LargePlate', 'TConstruct:largePlate', 'no match')
14301 -> 6213 # ('item.tconstruct.ExcavatorHead', 'TConstruct:excavatorHead', 'namespace') 
14302 -> 6215 # ('item.tconstruct.HammerHead', 'TConstruct:hammerHead', 'namespace') 
14303 -> 6207 # ('item.tconstruct.FullGuard', 'TConstruct:fullGuard', 'namespace') 
14304 -> 6233 # ('item.tconstruct.Bowstring', 'TConstruct:bowstring', 'namespace') 
14305 -> 6234 # ('item.tconstruct.Arrowhead', 'TConstruct:arrowhead', 'namespace') 
14306 -> 6235 # ('item.tconstruct.Fletching', 'TConstruct:fletching', 'namespace') 
# 14307 -> (None, 'item.InfiTool.Pickaxe', 'InfiTool.Pickaxe', 'no match')
# 14308 -> (None, 'item.InfiTool.Shovel', 'InfiTool.Shovel', 'no match')
# 14309 -> (None, 'item.InfiTool.Axe', 'InfiTool.Axe', 'no match')
# 14311 -> (None, 'item.InfiTool.Broadsword', 'InfiTool.Broadsword', 'no match')
# 14312 -> (None, 'item.InfiTool.Longsword', 'InfiTool.Longsword', 'no match')
# 14313 -> (None, 'item.InfiTool.Rapier', 'InfiTool.Rapier', 'no match')
# 14314 -> (None, 'item.InfiTool.FryingPan', 'InfiTool.FryingPan', 'no match')
# 14315 -> (None, 'item.InfiTool.Battlesign', 'InfiTool.Battlesign', 'no match')
# 14316 -> (None, 'item.InfiTool.Mattock', 'InfiTool.Mattock', 'no match')
# 14317 -> (None, 'item.InfiTool.LumberAxe', 'InfiTool.LumberAxe', 'no match')
# 14319 -> (None, 'item.InfiTool.Shortbow', 'InfiTool.Shortbow', 'no match')
14320 -> 6192 # ('item.tconstruct.PotionLauncher', 'TConstruct:potionLauncher', 'namespace') 
# 14321 -> (None, 'item.InfiTool.Dagger', 'InfiTool.Dagger', 'no match')
# 14322 -> (None, 'item.InfiTool.Chisel', 'InfiTool.Chisel', 'no match')
# 14323 -> (None, 'item.InfiTool.Scythe', 'InfiTool.Scythe', 'no match')
# 14324 -> (None, 'item.InfiTool.Cleaver', 'InfiTool.Cleaver', 'no match')
# 14325 -> (None, 'item.InfiTool.Excavator', 'InfiTool.Excavator', 'no match')
# 14326 -> (None, 'item.InfiTool.Hammer', 'InfiTool.Hammer', 'no match')
# 14327 -> (None, 'item.InfiTool.Battleaxe', 'InfiTool.Battleaxe', 'no match')
# 14328 -> (None, 'item.InfiTool.Cutlass', 'InfiTool.Cutlass', 'no match')
# 14329 -> (None, 'item.InfiTool.Arrow', 'InfiTool.Arrow', 'no match')
# 14357 -> (None, 'item.tconstruct.bucket', 'TConstruct:bucket', 'no match')
# 14358 -> (None, 'item.tconstruct.titleicon', 'TConstruct:titleicon', 'no match')
# 14359 -> (None, 'item.tconstruct.strangefood', 'TConstruct:strangefood', 'no match')
# 14360 -> (None, 'item.oreberry', 'oreberry', 'no match')
# 14361 -> (None, 'item.tconstruct.canister', 'TConstruct:canister', 'no match')
# 14363 -> (None, 'item.tconstruct.apple.diamond', 'TConstruct:apple.diamond', 'no match')
# 14368 -> (None, 'item.tconstruct.storage', 'TConstruct:storage', 'no match')
# 14369 -> (None, 'item.goldenhead', 'goldenhead', 'no match')
# 14370 -> (None, 'item.tconstruct.crystal.essence', 'TConstruct:crystal.essence', 'no match')
# 15231 -> (None, 'item.null___________________', 'null___________________', 'no match')
# 15232 -> (None, 'item.null____________________', 'null____________________', 'no match')
# 15233 -> (None, 'item.null_____________________', 'null_____________________', 'no match')
# 15256 -> (None, 'item.database', 'database', 'no match')
# 15257 -> (None, 'item.null______________________', 'null______________________', 'no match')
# 15258 -> (None, 'item.food', 'food', 'no match')
# 15259 -> (None, 'item.liquid_', 'liquid_', 'no match')
# 15260 -> (None, 'item.liquidContainer_', 'liquidContainer_', 'no match')
# 15261 -> (None, 'item.database_', 'database_', 'no match')
# 15262 -> (None, 'item.hammer', 'hammer', 'no match')
# 15263 -> (None, 'item.durableHammer', 'durableHammer', 'no match')
# 16230 -> (None, 'item.immibis/ccperiphs:rf', 'immibis/ccperiphs:rf', 'no match')
# 16517 -> (None, 'item.immibis/redlogic:screwdriver', 'immibis/redlogic:screwdriver', 'no match')
17256 -> 4444 # ('item.Atum:Bow', 'atum:item.bow', 'namespace') 
17257 -> 4446 # ('item.Atum:SoteksRage', 'atum:item.soteksRage', 'namespace') 
17258 -> 4447 # ('item.Atum:OsirisWill', 'atum:item.osirisWill', 'namespace') 
17259 -> 4445 # ('item.Atum:PtahsDecadence', 'atum:item.ptahsDecadence', 'namespace') 
17260 -> 4437 # ('item.Atum:Scarab', 'atum:item.scarab', 'namespace') 
17261 -> 4440 # ('item.Atum:Scimitar', 'atum:item.scimitar', 'namespace') 
17262 -> 4448 # ('item.Atum:AkersToil', 'atum:item.akersToil', 'namespace') 
17264 -> 4449 # ('item.Atum:GebsBlessing', 'atum:item.gebsBlessing', 'namespace') 
17265 -> 4451 # ('item.Atum:RasGlory', 'atum:item.rasGlory', 'namespace') 
17266 -> 4452 # ('item.Atum:SekhmetsWrath', 'atum:item.sekhmetsWrath', 'namespace') 
17267 -> 4453 # ('item.Atum:NutsAgility', 'atum:item.nutsAgility', 'namespace') 
17268 -> 4454 # ('item.Atum:HorusFlight', 'atum:item.horusFlight', 'namespace') 
17269 -> 4474 # ('item.Atum:LimestoneShovel', 'atum:item.limestoneShovel', 'namespace') 
17270 -> 4475 # ('item.Atum:LimestonePickaxe', 'atum:item.limestonePickaxe', 'namespace') 
17271 -> 4476 # ('item.Atum:LimestoneAxe', 'atum:item.limestoneAxe', 'namespace') 
17272 -> 4477 # ('item.Atum:LimestoneSword', 'atum:item.limestoneSword', 'namespace') 
17273 -> 4478 # ('item.Atum:LimestoneHoe', 'atum:item.limestoneHoe', 'namespace') 
# 17275 -> (None, 'item.null_______________________', 'null_______________________', 'no match')
17276 -> 4443 # ('item.Atum:StoneSoldierSword', 'atum:item.stoneSoldierSword', 'namespace') 
# 17277 -> (None, 'item.Atum:PapyrusPlantItem', 'atum:item.papyrusPlantItem', 'no match')
17278 -> 4442 # ('item.Atum:Scepter', 'atum:item.scepter', 'namespace') 
17279 -> 4492 # ('item.Atum:Ectoplasm', 'atum:item.ectoplasm', 'namespace') 
17280 -> 4493 # ('item.Atum:StoneChunk', 'atum:item.stoneChunk', 'namespace') 
17281 -> 4494 # ('item.Atum:ClothScrap', 'atum:item.clothScrap', 'namespace') 
17282 -> 4479 # ('item.Atum:MummyHelmet', 'atum:item.mummyHelmet', 'namespace') 
17283 -> 4480 # ('item.Atum:MummyChest', 'atum:item.mummyChest', 'namespace') 
17284 -> 4481 # ('item.Atum:MummyLegs', 'atum:item.mummyLegs', 'namespace') 
17285 -> 4482 # ('item.Atum:MummyBoots', 'atum:item.mummyBoots', 'namespace') 
17286 -> 4450 # ('item.Atum:AtensFury', 'atum:item.atensFury', 'namespace') 
17287 -> 4501 # ('item.Atum:NeithsAudacity', 'atum:item.neithsAudacity', 'namespace') 
17288 -> 4495 # ('item.Atum:Scroll', 'atum:item.scroll', 'namespace') 
17289 -> 4483 # ('item.Atum:WandererHelmet', 'atum:item.wandererHelmet', 'namespace') 
17290 -> 4484 # ('item.Atum:WandererChest', 'atum:item.wandererChest', 'namespace') 
17291 -> 4485 # ('item.Atum:WandererLegs', 'atum:item.wandererLegs', 'namespace') 
17292 -> 4486 # ('item.Atum:WandererBoots', 'atum:item.wandererBoots', 'namespace') 
17293 -> 4496 # ('item.Atum:WolfPelt', 'atum:item.wolfPelt', 'namespace') 
17294 -> 4439 # ('item.Atum:Date', 'atum:item.date', 'namespace') 
17295 -> 4497 # ('item.Atum:Linen', 'atum:item.linen', 'namespace') 
# 17296 -> (None, 'item.Atum:FlaxItem', 'atum:item.flaxItem', 'no match')
17297 -> 4499 # ('item.Atum:FlaxSeeds', 'atum:item.flaxSeeds', 'namespace') 
17298 -> 4487 # ('item.Atum:DesertHelmet', 'atum:item.desertHelmet', 'namespace') 
17299 -> 4488 # ('item.Atum:DesertChest', 'atum:item.desertChest', 'namespace') 
17300 -> 4489 # ('item.Atum:DesertLegs', 'atum:item.desertLegs', 'namespace') 
17301 -> 4490 # ('item.Atum:DesertBoots', 'atum:item.desertBoots', 'namespace') 
17302 -> 4455 # ('item.Atum:MonthusStrike', 'atum:item.monthusStrike', 'namespace') 
17303 -> 4456 # ('item.Atum:AnhursMight', 'atum:item.anhursMight', 'namespace') 
17304 -> 4457 # ('item.Atum:HedetetsSting', 'atum:item.hedetetsSting', 'namespace') 
17305 -> 4458 # ('item.Atum:HorusSoaring', 'atum:item.horusSoaring', 'namespace') 
17306 -> 4459 # ('item.Atum:ShusBreath', 'atum:item.shusBreath', 'namespace') 
17307 -> 4460 # ('item.Atum:PtahsDestruction', 'atum:item.ptahsDestruction', 'namespace') 
17308 -> 4461 # ('item.Atum:MonthusBlast', 'atum:item.monthusBlast', 'namespace') 
17309 -> 4462 # ('item.Atum:NusFlux', 'atum:item.nusFlux', 'namespace') 
17310 -> 4463 # ('item.Atum:MnevisHorns', 'atum:item.mnevisHorns', 'namespace') 
17311 -> 4464 # ('item.Atum:IsisEmbrace', 'atum:item.isisEmbrace', 'namespace') 
17312 -> 4465 # ('item.Atum:MaatsBalance', 'atum:item.maatsBalance', 'namespace') 
17313 -> 4466 # ('item.Atum:HedetetsVenom', 'atum:item.hedetetsVenom', 'namespace') 
17314 -> 4467 # ('item.Atum:GebsSolidarity', 'atum:item.gebsSolidarity', 'namespace') 
17315 -> 4468 # ('item.Atum:NutsCall', 'atum:item.nutsCall', 'namespace') 
17316 -> 4469 # ('item.Atum:AnuketsBounty', 'atum:item.anuketsBounty', 'namespace') 
17317 -> 4470 # ('item.Atum:MafdetsQuickness', 'atum:item.mafdetsQuickness', 'namespace') 
17318 -> 4471 # ('item.Atum:IsisHealing', 'atum:item.isisHealing', 'namespace') 
17319 -> 4472 # ('item.Atum:AmunetsHomecoming', 'atum:item.amunetsHomecoming', 'namespace') 
17320 -> 4473 # ('item.Atum:AnubisMercy', 'atum:item.anubisMercy', 'namespace') 
17331 -> 4500 # ('item.Atum:Fish', 'atum:item.fish', 'namespace') 
17332 -> 4441 # ('item.Atum:Greatsword', 'atum:item.greatsword', 'namespace') 
18306 -> 7582 # ('item.MagicFruitSalad', 'UsefulFood:MagicFruitSalad', 'anyspace') 
18307 -> 7587 # ('item.FriedEgg', 'UsefulFood:FriedEgg', 'anyspace') 
18308 -> 7588 # ('item.PumpkinSoup', 'UsefulFood:PumpkinSoup', 'anyspace') 
18309 -> 7589 # ('item.Salad', 'UsefulFood:Salad', 'anyspace') 
18310 -> 7577 # ('item.MilkBottle', 'UsefulFood:MilkBottle', 'anyspace') 
18311 -> 7581 # ('item.FruitSalad', 'UsefulFood:FruitSalad', 'anyspace') 
18312 -> 7586 # ('item.RoastedSeeds', 'UsefulFood:RoastedSeeds', 'anyspace') 
18313 -> 7583 # ('item.SugarCube', 'UsefulFood:SugarCube', 'anyspace') 
18314 -> 7578 # ('item.ChocolateMilkBottle', 'UsefulFood:ChocolateMilkBottle', 'anyspace') 
18315 -> 7579 # ('item.Cheese', 'UsefulFood:Cheese', 'anyspace') 
18317 -> 7580 # ('item.ChocolateBar', 'UsefulFood:ChocolateBar', 'anyspace') 
18318 -> 7584 # ('item.Caramel', 'UsefulFood:Caramel', 'anyspace') 
18319 -> 7585 # ('item.CaramelApple', 'UsefulFood:CaramelApple', 'anyspace') 
18320 -> 7590 # ('item.Oatmeal', 'UsefulFood:Oatmeal', 'anyspace') 
18321 -> 7591 # ('item.Jelly', 'UsefulFood:Jelly', 'anyspace') 
18322 -> 7592 # ('item.RawMarshmallow', 'UsefulFood:RawMarshmallow', 'anyspace') 
18323 -> 7593 # ('item.CookedMarshmallow', 'UsefulFood:CookedMarshmallow', 'anyspace') 
18324 -> 7594 # ('item.VanillaIceCream', 'UsefulFood:VanillaIceCream', 'anyspace') 
18325 -> 7595 # ('item.Breadslice', 'UsefulFood:BreadSlice', 'anyspace') 
18326 -> 7596 # ('item.PorkChopSandwich', 'UsefulFood:PorkChopSandwich', 'anyspace') 
18327 -> 7597 # ('item.SteakSandwich', 'UsefulFood:SteakSandwich', 'anyspace') 
18328 -> 7598 # ('item.FishSandwich', 'UsefulFood:FishSandwich', 'anyspace') 
18329 -> 7599 # ('item.ChickenSandwich', 'UsefulFood:ChickenSandwich', 'anyspace') 
18330 -> 7600 # ('item.EggSandwich', 'UsefulFood:EggSandwich', 'anyspace') 
18331 -> 7603 # ('item.AppleCake', 'UsefulFood:AppleCake', 'anyspace') 
18332 -> 7604 # ('item.ChocolateCake', 'UsefulFood:ChocolateCake', 'anyspace') 
18333 -> 7601 # ('item.Biscuit', 'UsefulFood:Biscuit', 'anyspace') 
# 18334 -> (None, 'item.Trailmix', 'Trailmix', 'no match')
18335 -> 7605 # ('item.MagicCake', 'UsefulFood:MagicCake', 'anyspace') 
18336 -> 7606 # ('item.CookedMutton', 'UsefulFood:CookedMutton', 'anyspace') 
18337 -> 7607 # ('item.RawMutton', 'UsefulFood:RawMutton', 'anyspace') 
18338 -> 7608 # ('item.MuttonSandwich', 'UsefulFood:MuttonSandwich', 'anyspace') 
18339 -> 7609 # ('item.Hungrz', 'UsefulFood:Hungrz', 'anyspace') 
18357 -> 7614 # ('item.MagicAppleJuice', 'UsefulFood:MagicAppleJuice', 'anyspace') 
18359 -> 7615 # ('item.MelonJuice', 'UsefulFood:MelonJuice', 'anyspace') 
18361 -> 7616 # ('item.AppleJuice', 'UsefulFood:AppleJuice', 'anyspace') 
18372 -> 7610 # ('item.Sushi', 'UsefulFood:Sushi', 'anyspace') 
18373 -> 7611 # ('item.SquidTentacle', 'UsefulFood:SquidTentacle', 'anyspace') 
18374 -> 7612 # ('item.CookedSquidTentacle', 'UsefulFood:CookedSquidTentacle', 'anyspace') 
18375 -> 7613 # ('item.SquidSandwich', 'UsefulFood:SquidSandwich', 'anyspace') 
18376 -> 7618 # ('item.CarrotSoup', 'UsefulFood:CarrotSoup', 'anyspace') 
18377 -> 7617 # ('item.CarrotJuice', 'UsefulFood:CarrotJuice', 'anyspace') 
18378 -> 7619 # ('item.PumpkinBread', 'UsefulFood:PumpkinBread', 'anyspace') 
18379 -> 7620 # ('item.FishnChips', 'UsefulFood:FishnChips', 'anyspace') 
18380 -> 7621 # ('item.SugarBiscuit', 'UsefulFood:SugarBiscuit', 'anyspace') 
# 18381 -> (None, 'item.AppleBiscuit', 'AppleBiscuit', 'no match')
18382 -> 7623 # ('item.ChocolateBiscuit', 'UsefulFood:ChocolateBiscuit', 'anyspace') 
18383 -> 7624 # ('item.CarrotPie', 'UsefulFood:CarrotPie', 'anyspace') 
18384 -> 7625 # ('item.HotChocolateMilkBottle', 'UsefulFood:HotChocolateMilkBottle', 'anyspace') 
18385 -> 7626 # ('item.ChocolateIceCream', 'UsefulFood:ChocolateIceCream', 'anyspace') 
18403 -> 7628 # ('item.SquidSushi', 'UsefulFood:SquidSushi', 'anyspace') 
18404 -> 7629 # ('item.CactusJuice', 'UsefulFood:CactusJuice', 'anyspace') 
18405 -> 7630 # ('item.Spaghetti', 'UsefulFood:Spaghetti', 'anyspace') 
18406 -> 7631 # ('item.AppleIceCream', 'UsefulFood:AppleIceCream', 'anyspace') 
18408 -> 7632 # ('item.MelonIceCream', 'UsefulFood:MelonIceCream', 'anyspace') 
18415 -> 7627 # ('item.MagicIceCream', 'UsefulFood:MagicIceCream', 'anyspace') 
18421 -> 7633 # ('item.ChocolateApple', 'UsefulFood:ChocolateApple', 'anyspace') 
18422 -> 7634 # ('item.CaramelBiscuit', 'UsefulFood:CaramelBiscuit', 'anyspace') 
18423 -> 7635 # ('item.FishSoup', 'UsefulFood:FishSoup', 'anyspace') 
18424 -> 7636 # ('item.Tea', 'UsefulFood:Tea', 'anyspace') 
18425 -> 7637 # ('item.HotMilkBottle', 'UsefulFood:HotMilkBottle', 'anyspace') 
18426 -> 7638 # ('item.CaramelCake', 'UsefulFood:CaramelCake', 'anyspace') 
18427 -> 7654 # ('item.AppleJam', 'UsefulFood:AppleJam', 'anyspace') 
18428 -> 7652 # ('item.AppleJamPancake', 'UsefulFood:AppleJamPancake', 'anyspace') 
